scenario,policy_family,task_local_index,task_global_index,segment_id,task_id,source_line,task_start,task_goal,pass_time,std,start_deadline_slack,teacher_family,teacher_path,teacher_finish_time,policy_partial_path,policy_decision_count,policy_terminal_reason,first_divergence_current,sipp_teacher_next,policy_next,policy_action_kind,divergence_reason,ready_time,deadline_slack_at_divergence,safe_candidate_count,candidate_count,blocked_candidate_count,active_fault_state,node_capacity_state,merge_group_state,scenario_context,failure_motif,observation_vs_model_guess,suggested_next_fix,slice_scope,prefix_match_len,decision_ordinal,task_decision_ordinal,fallback_used
legacy_offset64_repair32,pibt_active_bag_replay,16,80,80:storage_in,80,82,0,47,13050.16178,26400.0,13311.43822,rolling_horizon_sipp,0 6 8 11 14 46 36 38 39 47,13183.937819999996,0 6 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 ...(+863 more),1314,max_ticks,6,8,12,move,different_next_node,13079.63977,13285.16023,,,,yes,none,none,repair_window,repair_window_branch_gap,fault_context_limited,Generate fault/repair teacher slices and expose active repair-window features.,first_divergence,2,,2,
legacy_offset64_repair32,pibt_active_bag_replay,20,84,84:storage_in,84,86,4,47,13059.8454,24000.0,10899.7546,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13138.688279999998,4 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 ...(+572 more),1453,max_ticks,4,17,4,hold,hold_when_sipp_moves,13074.63977,10884.96023,,,,yes,none,none,repair_window,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,1,
legacy_offset64_repair32,pibt_active_bag_replay,21,85,85:storage_in,85,87,1,47,13060.10649,24000.0,10897.89351,rolling_horizon_sipp,1 7 8 11 13 23 24 27 28 47,13127.88828,1 7 8 11 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 ...(+572 more),1451,max_ticks,11,13,11,hold,hold_when_sipp_moves,13094.63977,10872.96023,,,,yes,none,none,repair_window,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,4,
legacy_offset64_repair32,pibt_active_bag_replay,24,88,88:storage_in,88,90,2,47,13065.43983,25200.0,12090.96017,rolling_horizon_sipp,2 9 10 15 14 46 36 38 39 47,13154.337819999997,2 9 7 8 11 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 ...(+828 more),1337,max_ticks,9,10,7,move,different_next_node,13084.63977,12075.36023,,,,yes,none,none,repair_window,repair_window_branch_gap,fault_context_limited,Generate fault/repair teacher slices and expose active repair-window features.,first_divergence,2,,2,
legacy_offset64_repair32,pibt_active_bag_replay,25,89,89:storage_in,89,91,4,47,13067.84538,23100.0,9991.75462,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13117.08828,4 17 18 22 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 ...(+587 more),1446,max_ticks,4,17,4,hold,hold_when_sipp_moves,13084.63977,9974.96023,,,,yes,none,none,repair_window,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,7,,1,
legacy_offset64_repair32,pibt_active_bag_replay,27,91,91:storage_in,91,93,4,47,13069.4367,25200.0,12090.1633,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13171.088279999996,4 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 ...(+566 more),1454,max_ticks,4,17,4,hold,hold_when_sipp_moves,13099.63977,12059.96023,,,,yes,none,none,repair_window,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,1,
legacy_offset64_repair32,pibt_active_bag_replay,28,92,92:storage_in,92,94,1,47,13071.49516,27000.0,13886.50484,rolling_horizon_sipp,1 7 8 11 14 46 36 38 39 47,13198.737819999995,1 7 8 11 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 ...(+812 more),1342,max_ticks,1,7,1,hold,hold_when_sipp_moves,13099.63977,13858.36023,,,,yes,none,none,repair_window,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,1,
legacy_offset64_repair32,pibt_active_bag_replay,29,93,93:storage_in,93,95,2,47,13075.92116,26700.0,13580.47884,rolling_horizon_sipp,2 9 7 8 11 13 23 24 27 28 47,13214.288279999993,2 9 10,1923,max_ticks,9,7,10,move,different_next_node,13109.63977,13550.36023,,,,yes,none,none,repair_window,repair_window_branch_gap,fault_context_limited,Generate fault/repair teacher slices and expose active repair-window features.,first_divergence,2,,2,
legacy_offset64_repair32,pibt_active_bag_replay,30,94,94:storage_in,94,96,5,47,13077.44086,25200.0,12082.959139999999,rolling_horizon_sipp,5 19 25 26 43 15 14 46 36 38 39 47,13213.537819999994,5 19 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 ...(+850 more),1310,max_ticks,25,26,25,hold,hold_when_sipp_moves,13119.63977,12029.16023,,,,yes,none,none,repair_window,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,11,,3,
legacy_offset64_repair32,pibt_active_bag_replay,31,95,95:storage_in,95,97,0,47,13078.60448,24600.0,11482.99552,rolling_horizon_sipp,0 6 12 13 23 24 27 28 47,13203.488279999994,0 6 8 11 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 43 15 14 46 ...(+563 more),1461,max_ticks,6,12,6,hold,hold_when_sipp_moves,13104.63977,11460.16023,,,,yes,none,none,repair_window,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,2,,2,
legacy_offset64_merge32,edge_score_event,2,66,66:storage_in,66,68,4,47,12477.43655,25800.0,13282.16345,rolling_horizon_sipp,4 17 18 22 24 27 28 47,12609.172989999994,4 17 18,9,no_safe_action,4,17,4,hold,hold_when_sipp_moves,12477.43655,13282.16345,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,4,1,False
legacy_offset64_merge32,edge_score_event,4,68,68:storage_in,68,70,5,47,12480.10318,24600.0,12080.29682,rolling_horizon_sipp,5 19 18 22 24 27 28 47,12576.772989999996,5 19 18,3,no_safe_action,18,22,,unplanned,no_safe_action,12486.50318,12078.29682,0,2,2,no,none,9,merge_group,no_safe_action_at_divergence,shield_or_timing_limited,Audit safe-mask timing and add no-safe-action risk labels to the dataset.,first_divergence,3,22,3,True
legacy_offset64_merge32,edge_score_event,5,69,69:storage_in,69,71,3,47,12482.66742,24900.0,12375.33258,rolling_horizon_sipp,3 16 21 23 24 27 28 47,12598.372989999994,3 16 17 18,4,no_safe_action,16,21,17,move,different_next_node,12485.26742,12374.33258,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,19,2,False
legacy_offset64_merge32,edge_score_event,6,70,70:storage_in,70,72,2,47,12484.10648,23400.0,10872.29352,rolling_horizon_sipp,2 9 7 8 11 14 46 36 38 39 47,12558.706479999999,2 9 7 8,5,no_safe_action,7,8,7,hold,hold_when_sipp_moves,12492.50648,10870.29352,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,43,3,False
legacy_offset64_merge32,edge_score_event,7,71,71:storage_in,71,73,4,47,12485.3062,25800.0,13274.2938,rolling_horizon_sipp,4 17 18 22 26 43 15 14 46 36 38 39 47,12603.121410000002,4 17 18,10,no_safe_action,4,17,4,hold,hold_when_sipp_moves,12485.3062,13274.2938,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,20,1,False
legacy_offset64_merge32,edge_score_event,8,72,72:storage_in,72,74,0,47,12486.60448,23400.0,10874.99552,rolling_horizon_sipp,0 6 12 13 23 24 27 28 47,12555.172989999997,0 6 8 11,6,no_safe_action,6,12,8,move,different_next_node,12490.80448,10873.995519999999,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,37,2,False
legacy_offset64_merge32,edge_score_event,9,73,73:storage_in,73,75,5,47,12487.97299,22200.0,9672.42701,rolling_horizon_sipp,5 19 18 22 24 27 28 47,12533.572989999999,5 19 18 22 26 43 15 14 46,17,no_safe_action,22,24,26,move,different_next_node,12503.77299,9669.427010000001,2,3,1,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,4,71,4,False
legacy_offset64_merge32,edge_score_event,14,78,78:storage_in,78,80,2,47,13047.64994,24000.0,10908.75006,rolling_horizon_sipp,2 9 7 8 11 14 46 36 38 39 47,13122.249939999998,2 9 7 8 11 13,22,no_safe_action,7,8,7,hold,hold_when_sipp_moves,13056.049939999999,10906.75006,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,5,148,3,False
legacy_offset64_merge32,edge_score_event,17,81,81:storage_in,81,83,5,47,13051.84528,26400.0,13308.55472,rolling_horizon_sipp,5 19 18 22 24 27 28 47,13181.888279999996,5 19 18,8,no_safe_action,18,22,18,hold,hold_when_sipp_moves,13058.24528,13306.55472,1,2,1,no,none,9,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,154,3,False
legacy_offset64_merge32,edge_score_event,19,83,83:storage_in,83,85,3,47,13057.28828,22200.0,9100.71172,rolling_horizon_sipp,3 16 17 18 22 24 27 28 47,13106.28828,3 16 17 18,4,no_safe_action,18,22,,unplanned,no_safe_action,13067.088280000002,9097.711719999998,0,2,2,no,none,9,merge_group,no_safe_action_at_divergence,shield_or_timing_limited,Audit safe-mask timing and add no-safe-action risk labels to the dataset.,first_divergence,4,181,4,True
legacy_offset64_merge32,edge_score_event,20,84,84:storage_in,84,86,4,47,13059.8454,24000.0,10899.7546,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13138.688279999998,4 17 18,9,no_safe_action,4,17,4,hold,hold_when_sipp_moves,13059.8454,10899.7546,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,157,1,False
legacy_offset64_merge32,edge_score_event,21,85,85:storage_in,85,87,1,47,13060.10649,24000.0,10897.89351,rolling_horizon_sipp,1 7 8 11 13 23 24 27 28 47,13127.88828,1 7 8 11 14 46,10,no_safe_action,11,13,11,hold,hold_when_sipp_moves,13072.70649,10894.89351,1,3,2,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,200,4,False
legacy_offset64_merge32,edge_score_event,22,86,86:storage_in,86,88,5,47,13062.51217,26400.0,13297.88783,rolling_horizon_sipp,5 19 25 26 43 15 14 46 36 38 39 47,13169.137819999996,5 19 18,3,no_safe_action,19,25,18,move,different_next_node,13065.11217,13296.88783,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,173,2,False
legacy_offset64_merge32,edge_score_event,23,87,87:storage_in,87,89,3,47,13065.17869,24300.0,11192.82131,rolling_horizon_sipp,3 16 21 23 24 27 28 47,13149.488279999998,3 16 17 18 22 26 43 15 14 46,11,no_safe_action,16,21,17,move,different_next_node,13067.778690000001,11191.82131,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,183,2,False
legacy_offset64_merge32,edge_score_event,24,88,88:storage_in,88,90,2,47,13065.43983,25200.0,12090.96017,rolling_horizon_sipp,2 9 10 15 14 46 36 38 39 47,13154.337819999997,2 9 7 8,6,no_safe_action,9,10,7,move,different_next_node,13070.03983,12089.96017,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,190,2,False
legacy_offset64_merge32,edge_score_event,25,89,89:storage_in,89,91,4,47,13067.84538,23100.0,9991.75462,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13117.08828,4 17 18,7,no_safe_action,4,17,4,hold,hold_when_sipp_moves,13067.84538,9991.75462,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,184,1,False
legacy_offset64_merge32,edge_score_event,27,91,91:storage_in,91,93,4,47,13069.4367,25200.0,12090.1633,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13171.088279999996,4 17 18,9,no_safe_action,4,17,4,hold,hold_when_sipp_moves,13069.4367,12090.1633,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,189,1,False
legacy_offset64_merge32,edge_score_event,30,94,94:storage_in,94,96,5,47,13077.44086,25200.0,12082.959139999999,rolling_horizon_sipp,5 19 25 26 43 15 14 46 36 38 39 47,13213.537819999994,5 19 18 22 24 27,11,no_safe_action,19,25,18,move,different_next_node,13080.040860000001,12081.959139999999,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,230,2,False
legacy_offset64_merge32,fallback_event,1,65,65:storage_in,65,67,0,47,12475.93777,24900.0,12385.66223,rolling_horizon_sipp,0 6 8 11 14 46 36 38 39 47,12588.306479999997,0 6 12 13,10,no_safe_action,6,8,12,move,different_next_node,12480.137770000001,12384.662229999998,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,7,2,True
legacy_offset64_merge32,fallback_event,3,67,67:storage_in,67,69,1,47,12478.58782,26400.0,13879.41218,rolling_horizon_sipp,1 7 8 11 14 46 36 38 39 47,12617.92141,1 7 8 11 13,7,no_safe_action,11,14,13,move,different_next_node,12491.187820000001,13876.41218,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,4,33,4,True
legacy_offset64_merge32,fallback_event,4,68,68:storage_in,68,70,5,47,12480.10318,24600.0,12080.29682,rolling_horizon_sipp,5 19 18 22 24 27 28 47,12576.772989999996,5 19 18,7,no_safe_action,18,22,18,hold,hold_when_sipp_moves,12486.50318,12078.29682,1,2,1,no,none,9,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,17,3,True
legacy_offset64_merge32,fallback_event,5,69,69:storage_in,69,71,3,47,12482.66742,24900.0,12375.33258,rolling_horizon_sipp,3 16 21 23 24 27 28 47,12598.372989999994,3 16 17 18,4,no_safe_action,16,21,17,move,different_next_node,12485.26742,12374.33258,2,3,1,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,14,2,True
legacy_offset64_merge32,fallback_event,7,71,71:storage_in,71,73,4,47,12485.3062,25800.0,13274.2938,rolling_horizon_sipp,4 17 18 22 26 43 15 14 46 36 38 39 47,12603.121410000002,4 17 18,10,no_safe_action,4,17,4,hold,hold_when_sipp_moves,12485.3062,13274.2938,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,15,1,True
legacy_offset64_merge32,fallback_event,8,72,72:storage_in,72,74,0,47,12486.60448,23400.0,10874.99552,rolling_horizon_sipp,0 6 12 13 23 24 27 28 47,12555.172989999997,0 6 12 13 23 24 27,15,no_safe_action,13,23,13,hold,hold_when_sipp_moves,12506.80448,10871.995519999999,1,2,1,no,none,9,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,7,75,4,True
legacy_offset64_merge32,fallback_event,9,73,73:storage_in,73,75,5,47,12487.97299,22200.0,9672.42701,rolling_horizon_sipp,5 19 18 22 24 27 28 47,12533.572989999999,5 19 18 22 26 43 15 14 46,12,no_safe_action,22,24,26,move,different_next_node,12503.77299,9669.427010000001,2,3,1,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,4,71,4,True
legacy_offset64_merge32,fallback_event,10,74,74:storage_in,74,76,1,47,12489.43982,24600.0,12068.56018,rolling_horizon_sipp,1 7 8 11 14 46 36 38 39 47,12573.506479999998,1 7 8 11 13 23 24 27,11,no_safe_action,8,11,8,hold,hold_when_sipp_moves,12497.83982,12066.56018,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,50,3,True
legacy_offset64_merge32,fallback_event,14,78,78:storage_in,78,80,2,47,13047.64994,24000.0,10908.75006,rolling_horizon_sipp,2 9 7 8 11 14 46 36 38 39 47,13122.249939999998,2 9 7 8 11 13,18,no_safe_action,11,14,13,move,different_next_node,13062.84994,10904.75006,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,5,170,5,True
legacy_offset64_merge32,fallback_event,16,80,80:storage_in,80,82,0,47,13050.16178,26400.0,13311.43822,rolling_horizon_sipp,0 6 8 11 14 46 36 38 39 47,13183.937819999996,0 6 12 13,7,no_safe_action,6,8,12,move,different_next_node,13054.361780000001,13310.438219999998,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,152,2,True
legacy_offset64_merge32,fallback_event,17,81,81:storage_in,81,83,5,47,13051.84528,26400.0,13308.55472,rolling_horizon_sipp,5 19 18 22 24 27 28 47,13181.888279999996,5 19 18,8,no_safe_action,18,22,18,hold,hold_when_sipp_moves,13058.24528,13306.55472,1,2,1,no,none,9,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,158,3,True
legacy_offset64_merge32,fallback_event,18,82,82:storage_in,82,84,4,47,13057.05944,24600.0,11502.54056,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13160.288279999997,4 17 18 22 26 43 15 14 46,17,no_safe_action,18,22,18,hold,hold_when_sipp_moves,13064.259440000002,11500.540559999998,1,2,1,no,none,9,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,172,3,True
legacy_offset64_merge32,fallback_event,20,84,84:storage_in,84,86,4,47,13059.8454,24000.0,10899.7546,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13138.688279999998,4 17 18,9,no_safe_action,4,17,4,hold,hold_when_sipp_moves,13059.8454,10899.7546,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,161,1,True
legacy_offset64_merge32,fallback_event,22,86,86:storage_in,86,88,5,47,13062.51217,26400.0,13297.88783,rolling_horizon_sipp,5 19 25 26 43 15 14 46 36 38 39 47,13169.137819999996,5 19 18,3,no_safe_action,19,25,18,move,different_next_node,13065.11217,13296.88783,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,173,2,True
legacy_offset64_merge32,fallback_event,23,87,87:storage_in,87,89,3,47,13065.17869,24300.0,11192.82131,rolling_horizon_sipp,3 16 21 23 24 27 28 47,13149.488279999998,3 16 17 18 22 24 27,9,no_safe_action,16,21,17,move,different_next_node,13067.778690000001,11191.82131,2,3,1,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,183,2,True
legacy_offset64_merge32,fallback_event,25,89,89:storage_in,89,91,4,47,13067.84538,23100.0,9991.75462,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13117.08828,4 17 18,7,no_safe_action,4,17,4,hold,hold_when_sipp_moves,13067.84538,9991.75462,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,184,1,True
legacy_offset64_merge32,fallback_event,26,90,90:storage_in,90,92,0,47,13067.93782,25200.0,12093.662180000001,rolling_horizon_sipp,0 6 8 11 14 46 36 38 39 47,13139.537819999998,0 6 12 13,7,no_safe_action,6,8,12,move,different_next_node,13072.13782,12092.66218,3,3,0,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,199,2,True
legacy_offset64_merge32,fallback_event,27,91,91:storage_in,91,93,4,47,13069.4367,25200.0,12090.1633,rolling_horizon_sipp,4 17 18 22 24 27 28 47,13171.088279999996,4 17 18,9,no_safe_action,4,17,4,hold,hold_when_sipp_moves,13069.4367,12090.1633,1,2,1,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,3,189,1,True
legacy_offset64_merge32,fallback_event,31,95,95:storage_in,95,97,0,47,13078.60448,24600.0,11482.99552,rolling_horizon_sipp,0 6 12 13 23 24 27 28 47,13203.488279999994,0 6 12 13 23 24 27,11,no_safe_action,27,28,27,hold,hold_when_sipp_moves,13108.204480000002,11476.995519999999,1,3,2,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,7,304,7,True
legacy_offset64_merge32,pibt_active_bag_replay,0,64,64:storage_in,64,66,3,47,12474.63977,24600.0,12083.36023,rolling_horizon_sipp,3 16 21 23 24 27 28 47,12587.572989999995,3 16 21 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 32 33 34 12 13 23 ...(+644 more),1517,max_ticks,23,24,23,hold,hold_when_sipp_moves,12519.63977,12062.36023,,,,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,7,,4,
legacy_offset64_merge32,pibt_active_bag_replay,4,68,68:storage_in,68,70,5,47,12480.10318,24600.0,12080.29682,rolling_horizon_sipp,5 19 18 22 24 27 28 47,12576.772989999996,5 19 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 30 31 43 15 14 46 36 38 39 40 41 42 25 ...(+903 more),1386,max_ticks,18,22,18,hold,hold_when_sipp_moves,12504.63977,12060.16023,,,,no,none,9,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,4,,3,
legacy_offset64_merge32,pibt_active_bag_replay,5,69,69:storage_in,69,71,3,47,12482.66742,24900.0,12375.33258,rolling_horizon_sipp,3 16 21 23 24 27 28 47,12598.372989999994,3 16 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 30 31 32 33 34 12 13 23 24 27 28 29 ...(+910 more),1392,max_ticks,16,21,17,move,different_next_node,12499.63977,12359.96023,,,,no,none,none,merge_group,wrong_branch_vs_sipp,model_or_data_limited,Collect SIPP teacher counterfactual slices and run feature ablations before RL.,first_divergence,2,,2,
legacy_offset64_merge32,pibt_active_bag_replay,6,70,70:storage_in,70,72,2,47,12484.10648,23400.0,10872.29352,rolling_horizon_sipp,2 9 7 8 11 14 46 36 38 39 47,12558.706479999999,2 9 7 8 11 13 23 24 27 28 29 30 31 32 33 34 12 13 23 24 27 28 29 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 30 31 32 33 34 ...(+627 more),1527,max_ticks,7,8,7,hold,hold_when_sipp_moves,12504.63977,10858.16023,,,,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,5,,3,
legacy_offset64_merge32,pibt_active_bag_replay,7,71,71:storage_in,71,73,4,47,12485.3062,25800.0,13274.2938,rolling_horizon_sipp,4 17 18 22 26 43 15 14 46 36 38 39 47,12603.121410000002,4 17 18 22 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 30 31 43 15 14 46 36 38 39 40 41 42 25 26 43 15 14 46 36 38 39 40 41 42 25 ...(+898 more),1391,max_ticks,4,17,4,hold,hold_when_sipp_moves,12499.63977,13259.96023,,,,no,none,none,merge_group,hold_when_sipp_moves,model_or_feature_limited,Train against SIPP next-hop rankings and add shortest-to-goal plus downstream reservation features.,first_divergence,12,,1,
