scenario,event_variant,segment_id,task_id,current,goal,ready_time,route_intent_label,legacy_next,legacy_route_suffix,executable_label,executed_kind,executed_next,label_source,post_label_safe,block_reason,g4a_primary_eligible
legacy_first16,g3d_reroute_anchor,9:storage_in,9,39,47,10160.73414,ROUTE_INTENT_LEGACY,47,39 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,12:storage_in,12,0,47,10645.1686,ROUTE_INTENT_LEGACY,6,0 6 12 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,6,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,12:storage_in,12,6,47,10649.368600000002,ROUTE_INTENT_LEGACY,12,6 12 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,12,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,12:storage_in,12,12,47,10660.368600000002,ROUTE_INTENT_LEGACY,13,12 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,13,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,13:storage_in,13,4,47,10665.17885,ROUTE_INTENT_LEGACY,17,4 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,12:storage_in,12,13,47,10665.368600000002,ROUTE_INTENT_LEGACY,23,13 23 24 27 28 47,MOVE_NOW_LEGACY,move,23,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,12:storage_in,12,23,47,10669.568600000002,ROUTE_INTENT_LEGACY,24,23 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,13:storage_in,13,17,47,10669.77885,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,12:storage_in,12,24,47,10672.168600000003,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,13:storage_in,13,18,47,10672.378850000001,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,5,47,10673.28828,ROUTE_INTENT_LEGACY,19,5 19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,19,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,12:storage_in,12,27,47,10674.768600000003,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,15:storage_in,15,3,47,10675.8454,ROUTE_INTENT_LEGACY,16,3 16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,16,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,19,47,10675.888280000001,ROUTE_INTENT_LEGACY,18,19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,15:storage_in,15,16,47,10678.4454,ROUTE_INTENT_LEGACY,17,16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,18,47,10679.68828,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,14:storage_in,14,18,47,10680.68828,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,14:storage_in,14,18,47,10681.68828,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,13:storage_in,13,22,47,10681.77885,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,15:storage_in,15,17,47,10683.0454,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18,47,10685.645400000001,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,12:storage_in,12,28,47,10686.568600000002,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18,47,10686.645400000001,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18,47,10687.645400000001,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18,47,10688.645400000001,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18,47,10689.645400000001,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,18,shield_hold_after_blocked_legacy_next,True,edge_capacity,False
legacy_first16,g3d_reroute_anchor,15:storage_in,15,18,47,10690.645400000001,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,22,47,10691.08828,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,REROUTE_NOW_LEGACY,move,26,legacy_reroute_from_current,True,edge_capacity,True
legacy_first16,g3d_reroute_anchor,13:storage_in,13,24,47,10693.17885,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,13:storage_in,13,27,47,10695.77885,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,26,47,10698.88828,ROUTE_INTENT_LEGACY,43,26 43 15 14 46 36 38 39 47,MOVE_NOW_LEGACY,move,43,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,15:storage_in,15,22,47,10700.0454,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,43,47,10701.48828,ROUTE_INTENT_LEGACY,15,43 15 14 46 36 38 39 47,MOVE_NOW_LEGACY,move,15,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,15,47,10705.68828,ROUTE_INTENT_LEGACY,14,15 14 46 36 38 39 47,MOVE_NOW_LEGACY,move,14,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,13:storage_in,13,28,47,10707.57885,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,14,47,10708.28828,ROUTE_INTENT_LEGACY,46,14 46 36 38 39 47,MOVE_NOW_LEGACY,move,46,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,46,47,10710.888280000001,ROUTE_INTENT_LEGACY,36,46 36 38 39 47,MOVE_NOW_LEGACY,move,36,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,15:storage_in,15,24,47,10711.4454,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,15:storage_in,15,27,47,10714.0454,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,15:storage_in,15,28,47,10725.8454,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,36,47,10726.68828,ROUTE_INTENT_LEGACY,38,36 38 39 47,MOVE_NOW_LEGACY,move,38,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,38,47,10740.48828,ROUTE_INTENT_LEGACY,39,38 39 47,MOVE_NOW_LEGACY,move,39,legacy_route_next,True,none,True
legacy_first16,g3d_reroute_anchor,14:storage_in,14,39,47,10749.88828,ROUTE_INTENT_LEGACY,47,39 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,0:storage_in,0,3,47,8267.845453,ROUTE_INTENT_LEGACY,16,3 16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,16,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,0:storage_in,0,16,47,8270.445453,ROUTE_INTENT_LEGACY,17,16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,0:storage_in,0,17,47,8275.045453,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,0:storage_in,0,18,47,8277.645453000001,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,0:storage_in,0,22,47,8287.045453,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,0:storage_in,0,24,47,8298.445453,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,0:storage_in,0,27,47,8301.045453,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,0:storage_in,0,28,47,8312.845453,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,1:storage_in,1,4,47,8867.845453,ROUTE_INTENT_LEGACY,17,4 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,1:storage_in,1,17,47,8872.445453,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,1:storage_in,1,18,47,8875.045453,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,5,47,8875.816299,ROUTE_INTENT_LEGACY,19,5 19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,19,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,19,47,8878.416299,ROUTE_INTENT_LEGACY,18,19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,3,47,8880.000872,ROUTE_INTENT_LEGACY,16,3 16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,16,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,18,47,8882.216299,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,WAIT_EDGE_CAPACITY,move,22,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,16,47,8882.600872,ROUTE_INTENT_LEGACY,17,16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,1:storage_in,1,22,47,8884.445453,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,17,47,8887.200872000001,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,18,47,8889.800872000002,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,WAIT_EDGE_CAPACITY,move,22,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,22,47,8892.845453,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,WAIT_EDGE_CAPACITY,move,24,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,1:storage_in,1,24,47,8895.845453,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,1:storage_in,1,27,47,8898.445453,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,22,47,8901.245453,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,WAIT_EDGE_CAPACITY,move,24,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,24,47,8906.245453,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,27,47,8908.845453,ROUTE_INTENT_LEGACY,28,27 28 47,WAIT_EDGE_CAPACITY,move,28,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,1:storage_in,1,28,47,8910.245453,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,24,47,8916.645453,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,27,47,8919.245453,ROUTE_INTENT_LEGACY,28,27 28 47,WAIT_EDGE_CAPACITY,move,28,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,2:storage_in,2,28,47,8921.045452999999,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,3:storage_in,3,28,47,8931.845452999998,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,4:storage_in,4,3,47,9462.482986,ROUTE_INTENT_LEGACY,16,3 16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,16,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,4:storage_in,4,16,47,9465.082986000001,ROUTE_INTENT_LEGACY,17,16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,4:storage_in,4,17,47,9469.682986000002,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,4,47,9470.615484,ROUTE_INTENT_LEGACY,17,4 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,4:storage_in,4,18,47,9472.282986000002,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,17,47,9475.215484,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,18,47,9477.815484,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,WAIT_EDGE_CAPACITY,move,22,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,4:storage_in,4,22,47,9481.682986000002,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,22,47,9490.082986000001,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,WAIT_EDGE_CAPACITY,move,24,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,4:storage_in,4,24,47,9493.082986000001,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,4:storage_in,4,27,47,9495.682986000002,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,24,47,9503.482986,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,27,47,9506.082986000001,ROUTE_INTENT_LEGACY,28,27 28 47,WAIT_EDGE_CAPACITY,move,28,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,4:storage_in,4,28,47,9507.482986,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,5:storage_in,5,28,47,9518.282986,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,6:storage_in,6,5,47,10062.62162,ROUTE_INTENT_LEGACY,19,5 19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,19,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,6:storage_in,6,19,47,10065.22162,ROUTE_INTENT_LEGACY,18,19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,6:storage_in,6,18,47,10069.02162,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,7:storage_in,7,3,47,10073.28213,ROUTE_INTENT_LEGACY,16,3 16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,16,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,7:storage_in,7,16,47,10075.88213,ROUTE_INTENT_LEGACY,17,16 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,6:storage_in,6,22,47,10078.42162,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,7:storage_in,7,17,47,10080.48213,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,7:storage_in,7,18,47,10083.08213,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,8:storage_in,8,0,47,10084.10648,ROUTE_INTENT_LEGACY,6,0 6 12 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,6,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,9:storage_in,9,4,47,10085.33414,ROUTE_INTENT_LEGACY,17,4 17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,17,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,10:storage_in,10,5,47,10087.97294,ROUTE_INTENT_LEGACY,19,5 19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,19,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,8:storage_in,8,6,47,10088.306480000001,ROUTE_INTENT_LEGACY,12,6 12 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,12,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,11:storage_in,11,1,47,10089.43982,ROUTE_INTENT_LEGACY,7,1 7 8 11 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,7,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,6:storage_in,6,24,47,10089.821619999999,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,9:storage_in,9,17,47,10089.934140000001,ROUTE_INTENT_LEGACY,18,17 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,10:storage_in,10,19,47,10090.57294,ROUTE_INTENT_LEGACY,18,19 18 22 24 27 28 47,MOVE_NOW_LEGACY,move,18,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,6:storage_in,6,27,47,10092.42162,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,7:storage_in,7,22,47,10092.48213,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,9:storage_in,9,18,47,10092.534140000002,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,MOVE_NOW_LEGACY,move,22,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,10:storage_in,10,18,47,10094.37294,ROUTE_INTENT_LEGACY,22,18 22 24 27 28 47,WAIT_EDGE_CAPACITY,move,22,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,11:storage_in,11,7,47,10095.239819999999,ROUTE_INTENT_LEGACY,8,7 8 11 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,8,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,11:storage_in,11,8,47,10097.83982,ROUTE_INTENT_LEGACY,11,8 11 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,11,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,8:storage_in,8,12,47,10099.306480000001,ROUTE_INTENT_LEGACY,13,12 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,13,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,9:storage_in,9,22,47,10101.934140000001,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,WAIT_EDGE_CAPACITY,move,24,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,11:storage_in,11,11,47,10102.03982,ROUTE_INTENT_LEGACY,13,11 13 23 24 27 28 47,MOVE_NOW_LEGACY,move,13,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,7:storage_in,7,24,47,10103.88213,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,6:storage_in,6,28,47,10104.221619999998,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,8:storage_in,8,13,47,10104.306480000001,ROUTE_INTENT_LEGACY,23,13 23 24 27 28 47,MOVE_NOW_LEGACY,move,23,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,7:storage_in,7,27,47,10106.48213,ROUTE_INTENT_LEGACY,28,27 28 47,MOVE_NOW_LEGACY,move,28,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,8:storage_in,8,23,47,10108.506480000002,ROUTE_INTENT_LEGACY,24,23 24 27 28 47,MOVE_NOW_LEGACY,move,24,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,10:storage_in,10,22,47,10110.33414,ROUTE_INTENT_LEGACY,24,22 24 27 28 47,WAIT_EDGE_CAPACITY,move,24,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,8:storage_in,8,24,47,10111.106480000002,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,8:storage_in,8,27,47,10113.706480000003,ROUTE_INTENT_LEGACY,28,27 28 47,WAIT_EDGE_CAPACITY,move,28,edge_capacity_earliest_release,True,edge_capacity,True
legacy_first16,edge_release_wait_scheduler,11:storage_in,11,13,47,10114.23982,ROUTE_INTENT_LEGACY,23,13 23 24 27 28 47,MOVE_NOW_LEGACY,move,23,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,9:storage_in,9,24,47,10114.28213,ROUTE_INTENT_NO_PATH,,,LEGACY_NO_PATH,hold,24,shield_hold_after_legacy_no_path,True,legacy_astar_no_path,False
legacy_first16,edge_release_wait_scheduler,9:storage_in,9,24,47,10115.28213,ROUTE_INTENT_NO_PATH,,,LEGACY_NO_PATH,hold,24,shield_hold_after_legacy_no_path,True,legacy_astar_no_path,False
legacy_first16,edge_release_wait_scheduler,9:storage_in,9,24,47,10116.28213,ROUTE_INTENT_LEGACY,27,24 27 28 47,MOVE_NOW_LEGACY,move,27,legacy_route_next,True,none,True
legacy_first16,edge_release_wait_scheduler,7:storage_in,7,28,47,10118.28213,ROUTE_INTENT_LEGACY,47,28 47,MOVE_NOW_LEGACY,move,47,legacy_route_next,True,none,True
