group_id,event_ordinal,release_block,selection_stratum,current_node,action_kind,selected_next_node,evidence_horizon,h_system_planned,h_bag_subsumed_by_h_system,evidence_status,direct_completion_delta_seconds,current_bag_cost_seconds,deadline_headroom_evidence_complete,deadline_headroom_failure_reason,baseline_priority_slack_seconds,baseline_travel_time_seconds,baseline_static_potential_seconds,baseline_target_availability_wait_seconds,deadline_headroom_seconds,treatment_current_bag_evidence_complete,treatment_current_bag_failure_reason,treatment_current_bag_completed,treatment_current_bag_failed,treatment_current_bag_finish_time_seconds,treatment_current_bag_deadline_seconds,treatment_current_bag_before_deadline,individual_fair_evidence_complete,individual_cost_within_headroom,individual_fair,strict_no_delay,system_beneficial,system_beneficial_but_costly,benefit_fairness_label,raw_bag_mean_delta_seconds,raw_bag_source_wait_mean_delta_seconds,raw_bag_network_time_mean_delta_seconds,raw_bag_p95_delta_seconds,raw_bag_p99_delta_seconds,raw_bag_max_delta_seconds,deadline_miss_delta,effect_tier,selected_by_group,certificate_valid,certificate_changed_action_count,gate_pair_complete,gate_action_change,gate_safety,gate_formal_hard_gate,gate_raw_bag_comparison,gate_tail,gate_max_diagnostic,gate_direct_cost,gate_strict_no_delay,gate_deadline,gate_usable_system_gain,gate_system_beneficial,gate_individual_fair,gate_promotion_eligible
b162f30eab6973c5f00290476bcd18fbb974716b849a7abab21f2aeb1032abb7|b2fd8e153cdcc5ff05605249233122e68bb9de3e4941648beb9d098642f4135c|493593,493593,7,node_28|queue_low|contention_mid|t22,28,NEXT_EDGE,29,H_system,True,True,COMPLETE,78.0,78.0,True,,7502.029260706004,4.0,0.0,0.0,7498.029260706004,True,,True,False,20180.001999999997,27600.030260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,0.002185504805822802,0.0,0.0021855048059826743,0.0,0.0,0.0,0,harmful,False,True,1,True,True,True,True,True,True,True,False,False,True,False,False,True,False
b162f30eab6973c5f00290476bcd18fbb974716b849a7abab21f2aeb1032abb7|b2fd8e153cdcc5ff05605249233122e68bb9de3e4941648beb9d098642f4135c|493593,493593,7,node_28|queue_low|contention_mid|t22,28,WAIT,,H_system,True,True,COMPLETE,1.0,1.0,True,,7502.029260706004,4.0,0.0,0.0,7498.029260706004,True,,True,False,20103.001999999997,27600.030260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,2.1925208955053677e-05,0.0,2.1925208741890856e-05,0.0,0.0,0.0,0,neutral,False,True,1,True,True,True,True,True,True,True,False,False,True,False,False,True,False
fb9a8dc20467c18ee745989dbd5c44d1e92760414bedbbc96178a6b4e3682e2e|43d3f5c3742c26fdf616fe889d4f74095ae70089bc10a2f4a491cefc48693443|620492,620492,7,node_28|queue_low|contention_mid|t23,28,NEXT_EDGE,29,H_system,True,True,COMPLETE,77.0,77.0,True,,7439.4192607059995,4.0,0.0,0.0,7435.4192607059995,True,,True,False,20841.602,28200.020260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,0.01904862134352925,0.0,0.01904862134294305,-0.8099999999949432,0.0,0.0,0,harmful,False,True,1,True,True,True,True,True,True,True,False,False,True,False,False,True,False
fb9a8dc20467c18ee745989dbd5c44d1e92760414bedbbc96178a6b4e3682e2e|43d3f5c3742c26fdf616fe889d4f74095ae70089bc10a2f4a491cefc48693443|620492,620492,7,node_28|queue_low|contention_mid|t23,28,WAIT,,H_system,True,True,COMPLETE,0.2000000000007276,0.2000000000007276,True,,7439.4192607059995,4.0,0.0,0.0,7435.4192607059995,True,,True,False,20764.802,28200.020260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,3.508032904164793e-06,0.0,3.5080333837811395e-06,0.0,0.0,0.0,0,neutral,False,True,1,True,True,True,True,True,True,True,False,False,True,False,False,True,False
129166beba334addd2ced958edb4bb2a7000a57b920a7945c3404596f63e3fa8|d4ffaafdd4d3e2ece4251c138c4e8f00d86cde2dfd36fb6362820229ce3316b7|922737,922737,7,node_28|queue_low|contention_mid|t24,28,NEXT_EDGE,29,H_system,True,True,COMPLETE,81.84999999999854,81.84999999999854,True,,6210.1792607060015,4.0,0.0,0.0,6206.1792607060015,True,,True,False,22075.701999999997,28200.030260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,8.263842699787034,5.694888795341337,2.5689539044385157,25.86250000000655,12.088000000001557,421.5999999999949,0,harmful,False,True,1,True,True,True,True,True,False,False,False,False,True,False,False,True,False
129166beba334addd2ced958edb4bb2a7000a57b920a7945c3404596f63e3fa8|d4ffaafdd4d3e2ece4251c138c4e8f00d86cde2dfd36fb6362820229ce3316b7|922737,922737,7,node_28|queue_low|contention_mid|t24,28,WAIT,,H_system,True,True,COMPLETE,1.25,1.25,True,,6210.1792607060015,4.0,0.0,0.0,6206.1792607060015,True,,True,False,21995.102,28200.030260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,2.1925208955053677e-05,0.0,2.1925208741890856e-05,0.0,0.0,0.0,0,neutral,False,True,1,True,True,True,True,True,True,True,False,False,True,False,False,True,False
c04ce4d924ddf6665067ab6271e9d918f3780dfbaa870fdef3a24c1981101163|709576c1da5c2834083138b4560fba4b072f7e865180fe90a53bd89e47af0614|1111130,1111130,7,node_28|queue_low|contention_mid|t25,28,NEXT_EDGE,29,H_system,True,True,COMPLETE,234.85000000000218,234.85000000000218,True,,5874.019260706002,4.0,0.0,0.0,5870.019260706002,True,,True,False,22864.852,28500.020260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,18.266002771345313,14.871233249140543,3.394769522203198,122.94749999999931,21.211000000032072,20.449999999989814,0,harmful,False,True,1,True,True,True,True,True,False,False,False,False,True,False,False,True,False
c04ce4d924ddf6665067ab6271e9d918f3780dfbaa870fdef3a24c1981101163|709576c1da5c2834083138b4560fba4b072f7e865180fe90a53bd89e47af0614|1111130,1111130,7,node_28|queue_low|contention_mid|t25,28,WAIT,,H_system,True,True,COMPLETE,1.0,1.0,True,,5874.019260706002,4.0,0.0,0.0,5870.019260706002,True,,True,False,22631.001999999997,28500.020260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,2.1925208955053677e-05,0.0,2.1925208741890856e-05,0.0,0.0,0.0,0,neutral,False,True,1,True,True,True,True,True,True,True,False,False,True,False,False,True,False
ac4cb778e96327068d881fa894ed91744deae9190d6065ac91884f5586af7895|ec44fb23f9a5e677906427a2d3a5e20dd36b61ae9141b9e6c5e55ec1d1604e41|1427262,1427262,7,node_28|queue_low|contention_mid|t26,28,NEXT_EDGE,29,H_system,True,True,COMPLETE,163.64999999999782,163.64999999999782,True,,4651.269260705998,4.0,0.0,0.0,4647.269260705998,True,,True,False,23716.402,28200.020260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,12.013423489754587,9.70791236932576,2.305511120467596,58.68500000000586,12.872000000030312,377.1999999999971,0,harmful,False,True,1,True,True,True,True,True,False,False,False,False,True,False,False,True,False
ac4cb778e96327068d881fa894ed91744deae9190d6065ac91884f5586af7895|ec44fb23f9a5e677906427a2d3a5e20dd36b61ae9141b9e6c5e55ec1d1604e41|1427262,1427262,7,node_28|queue_low|contention_mid|t26,28,WAIT,,H_system,True,True,COMPLETE,0.19999999999708962,0.19999999999708962,True,,4651.269260705998,4.0,0.0,0.0,4647.269260705998,True,,True,False,23552.951999999997,28200.020260706,True,True,True,True,False,False,False,NOT_SYSTEM_BENEFICIAL,3.508032904164793e-06,0.0,3.5080333837811395e-06,0.0,0.0,0.0,0,neutral,False,True,1,True,True,True,True,True,True,True,False,False,True,False,False,True,False
