scenario,context,replay_variant,variant_mode,diagnostic_ablation,teacher_source,decision_ordinal,task_decision_ordinal,task_index,segment_id,task_id,source_line,current,goal,ready_time,candidate_next_nodes,safe_next_nodes,legacy_route_suffix,legacy_next,label_taxonomy,label_kind,label_next,hold_until_time,hold_duration,earliest_safe_time,earliest_hold_duration,earliest_safe_status,block_reason,block_reason_detail,label_source,post_label_safe,teacher_finish_time,branch_or_linear,fault_state,repair_state,merge_state,buffer_state,executed_kind,executed_next,edge_start,edge_end,node_start,node_end,terminal_reason,reroute_attempted,sipp_repair_attempted,g4a_primary_eligible
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,22,5,3,3:storage_in,3,5,18,47,8890.800872000002,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,8891.800872000002,1.0,8892.616299,1.815426999997726,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,8930.000872,linear,none,none,none,none,hold,18,,,8890.800872000002,8891.800872000002,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,23,6,3,3:storage_in,3,5,18,47,8891.800872000002,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,8892.800872000002,1.0,8892.616299,0.8154269999977259,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,8931.000872,linear,none,none,none,none,hold,18,,,8891.800872000002,8892.800872000002,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,25,6,2,2:storage_in,2,4,22,47,8893.616299,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,8894.616299,1.0,8894.845453,1.2291540000005625,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,8923.416298999999,branch,none,none,none,none,hold,22,,,8893.616299,8894.616299,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,26,7,2,2:storage_in,2,4,22,47,8894.616299,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,8895.616299,1.0,8894.845453,0.22915400000056252,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,8924.416298999999,branch,none,none,none,none,hold,22,,,8894.616299,8895.616299,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,30,8,3,3:storage_in,3,5,22,47,8902.200872000001,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,8903.200872000001,1.0,8906.016298999999,3.815426999997726,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,8932.000872,branch,none,none,none,none,hold,22,,,8902.200872000001,8903.200872000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,31,9,3,3:storage_in,3,5,22,47,8903.200872000001,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,8904.200872000001,1.0,8906.016298999999,2.815426999997726,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,8933.000872,branch,none,none,none,none,hold,22,,,8903.200872000001,8904.200872000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,32,10,3,3:storage_in,3,5,22,47,8904.200872000001,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,8905.200872000001,1.0,8906.016298999999,1.815426999997726,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,8934.000872,branch,none,none,none,none,hold,22,,,8904.200872000001,8905.200872000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,33,11,3,3:storage_in,3,5,22,47,8905.200872000001,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,8906.200872000001,1.0,8906.016298999999,0.8154269999977259,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,8935.000872,branch,none,none,none,none,hold,22,,,8905.200872000001,8906.200872000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,39,14,3,3:storage_in,3,5,27,47,8920.200872000001,28 45,,27 28 47,28,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,28,8921.200872000001,1.0,8920.416298999999,0.21542699999736215,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,8936.000872,branch,none,none,none,none,hold,27,,,8920.200872000001,8921.200872000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,49,3,5,5:storage_in,5,7,18,47,9477.815484,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,9478.815484,1.0,9480.682986000002,2.867502000000968,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,9517.015484,linear,none,none,none,none,hold,18,,,9477.815484,9478.815484,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,50,4,5,5:storage_in,5,7,18,47,9478.815484,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,9479.815484,1.0,9480.682986000002,1.867502000000968,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,9518.015484,linear,none,none,none,none,hold,18,,,9478.815484,9479.815484,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,51,5,5,5:storage_in,5,7,18,47,9479.815484,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,9480.815484,1.0,9480.682986000002,0.8675020000009681,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,9519.015484,linear,none,none,none,none,hold,18,,,9479.815484,9480.815484,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,54,7,5,5:storage_in,5,7,22,47,9490.215484,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,9491.215484,1.0,9492.082986000001,1.867502000000968,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,9520.015484,branch,none,none,none,none,hold,22,,,9490.215484,9491.215484,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,55,8,5,5:storage_in,5,7,22,47,9491.215484,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,9492.215484,1.0,9492.082986000001,0.8675020000009681,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,9521.015484,branch,none,none,none,none,hold,22,,,9491.215484,9492.215484,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,60,11,5,5:storage_in,5,7,27,47,9506.215484,28 45,,27 28 47,28,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,28,9507.215484,1.0,9506.482986,0.2675020000006043,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,9522.015484,branch,none,none,none,none,hold,27,,,9506.215484,9507.215484,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,83,3,10,10:storage_in,10,12,18,47,10094.37294,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10095.37294,1.0,10100.934140000001,6.561200000001918,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10133.572939999998,linear,none,none,none,none,hold,18,,,10094.37294,10095.37294,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,85,4,10,10:storage_in,10,12,18,47,10095.37294,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10096.37294,1.0,10100.934140000001,5.561200000001918,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10134.572939999998,linear,none,none,none,none,hold,18,,,10095.37294,10096.37294,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,86,5,10,10:storage_in,10,12,18,47,10096.37294,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10097.37294,1.0,10100.934140000001,4.561200000001918,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10135.572939999998,linear,none,none,none,none,hold,18,,,10096.37294,10097.37294,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,87,6,10,10:storage_in,10,12,18,47,10097.37294,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10098.37294,1.0,10100.934140000001,3.561200000001918,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10136.572939999998,linear,none,none,none,none,hold,18,,,10097.37294,10098.37294,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,89,7,10,10:storage_in,10,12,18,47,10098.37294,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10099.37294,1.0,10100.934140000001,2.561200000001918,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10137.572939999998,linear,none,none,none,none,hold,18,,,10098.37294,10099.37294,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,91,8,10,10:storage_in,10,12,18,47,10099.37294,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10100.37294,1.0,10100.934140000001,1.561200000001918,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10138.572939999998,linear,none,none,none,none,hold,18,,,10099.37294,10100.37294,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,92,9,10,10:storage_in,10,12,18,47,10100.37294,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10101.37294,1.0,10100.934140000001,0.5612000000019179,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10139.572939999998,linear,none,none,none,none,hold,18,,,10100.37294,10101.37294,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,94,4,9,9:storage_in,9,11,22,47,10101.934140000001,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10102.934140000001,1.0,10102.88213,0.9479899999987538,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10131.73414,branch,none,none,none,none,hold,22,,,10101.934140000001,10102.934140000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,102,11,10,10:storage_in,10,12,22,47,10110.772939999999,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10111.772939999999,1.0,10113.33414,2.561200000001918,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10140.572939999998,branch,none,none,none,none,hold,22,,,10110.772939999999,10111.772939999999,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,104,12,10,10:storage_in,10,12,22,47,10111.772939999999,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10112.772939999999,1.0,10113.33414,1.561200000001918,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10141.572939999998,branch,none,none,none,none,hold,22,,,10111.772939999999,10112.772939999999,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,105,13,10,10:storage_in,10,12,22,47,10112.772939999999,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10113.772939999999,1.0,10113.33414,0.5612000000019179,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10142.572939999998,branch,none,none,none,none,hold,22,,,10112.772939999999,10113.772939999999,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,106,7,8,8:storage_in,8,10,27,47,10113.706480000003,28 45,,27 28 47,28,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,28,10114.706480000003,1.0,10117.28213,3.57564999999704,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10129.506480000002,branch,none,none,none,none,hold,27,,,10113.706480000003,10114.706480000003,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,110,8,8,8:storage_in,8,10,27,47,10114.706480000003,28 45,,27 28 47,28,LEGACY_NEXT_GLOBALLY_UNSAFE,hold,28,10115.706480000003,1.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10130.506480000002,branch,none,none,none,none,hold,27,,,10114.706480000003,10115.706480000003,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,111,9,8,8:storage_in,8,10,27,47,10115.706480000003,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,10131.506480000002,branch,none,none,none,none,unplanned,,,,,,edge_capacity,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,112,7,9,9:storage_in,9,11,27,47,10116.934140000001,28 45,,27 28 47,28,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,28,10117.934140000001,1.0,10117.28213,0.34798999999839,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10132.73414,branch,none,none,none,none,hold,27,,,10116.934140000001,10117.934140000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,117,8,11,11:storage_in,11,13,27,47,10123.639820000002,28 45,,27 28 47,28,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,28,10124.639820000002,1.0,10128.73414,5.0943199999983335,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10139.439820000001,branch,none,none,none,none,hold,27,,,10123.639820000002,10124.639820000002,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,118,9,11,11:storage_in,11,13,27,47,10124.639820000002,28 45,,27 28 47,28,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,28,10125.639820000002,1.0,10128.73414,4.0943199999983335,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10140.439820000001,branch,none,none,none,none,hold,27,,,10124.639820000002,10125.639820000002,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,120,10,11,11:storage_in,11,13,27,47,10125.639820000002,28 45,,27 28 47,28,LEGACY_NEXT_GLOBALLY_UNSAFE,hold,28,10126.639820000002,1.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10141.439820000001,branch,none,none,none,none,hold,27,,,10125.639820000002,10126.639820000002,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,121,11,11,11:storage_in,11,13,27,47,10126.639820000002,28 45,,27 28 47,28,ABSTAIN_NO_TEACHER,no_teacher,28,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,10142.439820000001,branch,none,none,none,none,unplanned,,,,,,edge_capacity,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,122,16,10,10:storage_in,10,12,27,47,10127.772939999999,28 45,,27 28 47,28,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,28,10128.772939999999,1.0,10128.73414,0.9612000000015541,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10143.572939999998,branch,none,none,none,none,hold,27,,,10127.772939999999,10128.772939999999,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,140,3,14,14:storage_in,14,16,18,47,10679.68828,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10680.68828,1.0,10680.77885,1.090570000000298,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10718.88828,linear,none,none,none,none,hold,18,,,10679.68828,10680.68828,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,141,4,14,14:storage_in,14,16,18,47,10680.68828,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10681.68828,1.0,10680.77885,0.09057000000029802,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10719.88828,linear,none,none,none,none,hold,18,,,10680.68828,10681.68828,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,149,4,15,15:storage_in,15,17,18,47,10685.645400000001,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10686.645400000001,1.0,10690.08828,4.442879999998695,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10724.8454,linear,none,none,none,none,hold,18,,,10685.645400000001,10686.645400000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,152,5,15,15:storage_in,15,17,18,47,10686.645400000001,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10687.645400000001,1.0,10690.08828,3.442879999998695,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10725.8454,linear,none,none,none,none,hold,18,,,10686.645400000001,10687.645400000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,154,6,15,15:storage_in,15,17,18,47,10687.645400000001,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10688.645400000001,1.0,10690.08828,2.442879999998695,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10726.8454,linear,none,none,none,none,hold,18,,,10687.645400000001,10688.645400000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,158,7,15,15:storage_in,15,17,18,47,10688.645400000001,22,,18 22 24 27 28 47,22,LEGACY_NEXT_GLOBALLY_UNSAFE,hold,22,10689.645400000001,1.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10727.8454,linear,none,none,none,none,hold,18,,,10688.645400000001,10689.645400000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,160,8,15,15:storage_in,15,17,18,47,10689.645400000001,22,,18 22 24 27 28 47,22,ABSTAIN_NO_TEACHER,no_teacher,22,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,10728.8454,linear,none,none,none,none,unplanned,,,,,,edge_capacity,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,164,6,14,14:storage_in,14,16,22,47,10691.08828,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10692.08828,1.0,10692.17885,1.090570000000298,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10720.88828,branch,none,none,none,none,hold,22,,,10691.08828,10692.08828,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,165,7,14,14:storage_in,14,16,22,47,10692.08828,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10693.08828,1.0,10692.17885,0.09057000000029802,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10721.88828,branch,none,none,none,none,hold,22,,,10692.08828,10693.08828,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,171,3,19,19:storage_in,19,21,8,47,10695.21115,11,,8 11 13 23 24 27 28 47,11,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,11,10696.21115,1.0,10695.67782,0.4666700000016135,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10736.811150000001,linear,none,none,none,none,hold,8,,,10695.21115,10696.21115,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,177,4,20,20:storage_in,20,22,18,47,10697.90327,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10698.90327,1.0,10699.259530000001,1.356260000000475,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10737.10327,linear,none,none,none,none,hold,18,,,10697.90327,10698.90327,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,178,5,20,20:storage_in,20,22,18,47,10698.90327,22,,18 22 24 27 28 47,22,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,22,10699.90327,1.0,10699.259530000001,0.356260000000475,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10738.10327,linear,none,none,none,none,hold,18,,,10698.90327,10699.90327,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,181,5,16,16:storage_in,16,18,22,47,10700.259530000001,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10701.259530000001,1.0,10703.48828,3.2287499999983993,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10730.05953,branch,none,none,none,none,hold,22,,,10700.259530000001,10701.259530000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,182,5,19,19:storage_in,19,21,11,47,10700.41115,13 14,14,11 13 23 24 27 28 47,13,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,13,10701.41115,1.0,10707.877820000002,7.4666700000016135,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10737.811150000001,branch,none,none,none,none,hold,11,,,10700.41115,10701.41115,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,184,6,16,16:storage_in,16,18,22,47,10701.259530000001,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10702.259530000001,1.0,10703.48828,2.2287499999983993,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10731.05953,branch,none,none,none,none,hold,22,,,10701.259530000001,10702.259530000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,185,6,19,19:storage_in,19,21,11,47,10701.41115,13 14,14,11 13 23 24 27 28 47,13,LEGACY_NEXT_GLOBALLY_UNSAFE,hold,13,10702.41115,1.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10738.811150000001,branch,none,none,none,none,hold,11,,,10701.41115,10702.41115,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,186,7,16,16:storage_in,16,18,22,47,10702.259530000001,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10703.259530000001,1.0,10703.48828,1.2287499999983993,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10732.05953,branch,none,none,none,none,hold,22,,,10702.259530000001,10703.259530000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,187,7,19,19:storage_in,19,21,11,47,10702.41115,13 14,14,11 13 23 24 27 28 47,13,LEGACY_NEXT_GLOBALLY_UNSAFE,hold,13,10703.41115,1.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10739.811150000001,branch,none,none,none,none,hold,11,,,10702.41115,10703.41115,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,188,8,16,16:storage_in,16,18,22,47,10703.259530000001,24 26,26,22 24 27 28 47,24,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,24,10704.259530000001,1.0,10703.48828,0.2287499999983993,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10733.05953,branch,none,none,none,none,hold,22,,,10703.259530000001,10704.259530000001,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,189,8,19,19:storage_in,19,21,11,47,10703.41115,13 14,14,11 13 23 24 27 28 47,13,ABSTAIN_NO_TEACHER,no_teacher,13,,0.0,,,current_node_hold_conflict,edge_capacity,edge_capacity,abstain_no_safe_hold,False,10740.811150000001,branch,none,none,none,none,unplanned,,,,,,edge_capacity,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,193,5,21,21:storage_in,21,23,11,47,10704.639770000002,13 14,14,11 13 23 24 27 28 47,13,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,13,10705.639770000002,1.0,10707.877820000002,3.23804999999993,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10742.039770000003,branch,none,none,none,none,hold,11,,,10704.639770000002,10705.639770000002,,False,False,False
legacy_first32,no_fault,g3c_baseline_reproduction,baseline,False,python_faithful_legacy_astar_wait_horizon_audit,194,6,21,21:storage_in,21,23,11,47,10705.639770000002,13 14,14,11 13 23 24 27 28 47,13,LEGACY_NEXT_TEMPORARILY_BLOCKED,hold,13,10706.639770000002,1.0,10707.877820000002,2.23804999999993,ok,edge_capacity,edge_capacity,shield_hold_after_blocked_legacy_next,True,10743.039770000003,branch,none,none,none,none,hold,11,,,10705.639770000002,10706.639770000002,,False,False,False
