execution,runtime_bag_id,task_id,segment_id,release_time,finish_time,deadline,completed,failed,failure_reason,tth_seconds,deadline_miss,decision_count,retry_count,junction_queue_wait_seconds,merge_grant_wait_seconds
closed_loop,0,0,0:storage_in,8267.845453,8316.847453,22200.0,True,False,,49.00200000000041,False,8,0,0.0,0.0
closed_loop,1,0,0:storage_out,19500.0,19645.402,22200.0,True,False,,145.40199999999822,False,6,0,0.0,0.0
closed_loop,2,1,1:storage_in,8867.845453,8914.247453,22200.0,True,False,,46.402000000000044,False,7,0,0.0,0.0
closed_loop,3,1,1:storage_out,19500.0,19646.402,22200.0,True,False,,146.40199999999822,False,6,3,0.75,0.75
closed_loop,4,2,2:storage_in,8875.816299,8921.418298999999,22200.0,True,False,,45.60199999999895,False,7,0,0.0,0.0
closed_loop,5,2,2:storage_out,19500.0,19647.402,22200.0,True,False,,147.40199999999822,False,6,3,1.5,0.75
closed_loop,6,3,3:storage_in,8880.000872,8929.002872000001,22200.0,True,False,,49.00200000000041,False,8,0,0.0,0.0
closed_loop,7,3,3:storage_out,19500.0,19700.451999999997,22200.0,True,False,,200.4519999999975,False,4,0,1.5,0.0
closed_loop,8,4,4:storage_in,9462.482986,9511.484986000001,22200.0,True,False,,49.00200000000041,False,8,0,0.0,0.0
closed_loop,9,4,4:storage_out,19500.0,19648.402,22200.0,True,False,,148.40199999999822,False,6,2,2.0,0.5
closed_loop,10,5,5:storage_in,9470.615484,9517.017484,23100.0,True,False,,46.402000000000044,False,7,0,0.0,0.0
closed_loop,11,5,5:storage_out,20400.0,20545.402,23100.0,True,False,,145.40199999999822,False,6,0,0.0,0.0
closed_loop,12,6,6:storage_in,10062.62162,10108.223619999999,22200.0,True,False,,45.60199999999895,False,7,0,0.0,0.0
closed_loop,13,6,6:storage_out,19500.0,19649.402,22200.0,True,False,,149.40199999999822,False,6,3,2.75,0.75
closed_loop,14,7,7:storage_in,10073.28213,10122.28413,22200.0,True,False,,49.00200000000041,False,8,0,0.0,0.0
closed_loop,15,7,7:storage_out,19500.0,19650.402,22200.0,True,False,,150.40199999999822,False,6,4,3.5,0.7489999999997963
closed_loop,16,8,8:storage_in,10084.10648,10129.508480000002,23400.0,True,False,,45.40200000000186,False,8,0,0.0,0.0
closed_loop,17,8,8:storage_out,20700.0,20884.402,23400.0,True,False,,184.40199999999822,False,7,0,0.0,0.0
closed_loop,18,9,9:storage_in,10085.33414,10131.73614,23400.0,True,False,,46.402000000000044,False,7,0,0.0,0.0
closed_loop,19,9,9:storage_out,20700.0,20898.451999999997,23400.0,True,False,,198.4519999999975,False,4,0,0.0,0.0
closed_loop,20,10,10:storage_in,10087.97294,10133.574939999999,22200.0,True,False,,45.60199999999895,False,7,0,0.0,0.0
closed_loop,21,10,10:storage_out,19500.0,19703.451999999997,22200.0,True,False,,203.4519999999975,False,4,0,3.5,0.0
closed_loop,22,11,11:storage_in,10089.43982,10139.441820000002,23400.0,True,False,,50.002000000002226,False,9,0,0.0,0.0
closed_loop,23,11,11:storage_out,20700.0,20885.402,23400.0,True,False,,185.40199999999822,False,7,2,0.5,0.5
closed_loop,24,12,12:storage_in,10645.1686,10690.570600000003,24000.0,True,False,,45.40200000000186,False,8,0,0.0,0.0
closed_loop,25,12,12:storage_out,21300.0,21445.402,24000.0,True,False,,145.40199999999822,False,6,0,0.0,0.0
closed_loop,26,13,13:storage_in,10665.17885,10711.58085,24300.0,True,False,,46.402000000000044,False,7,0,0.0,0.0
closed_loop,27,13,13:storage_out,21600.0,21745.402,24300.0,True,False,,145.40199999999822,False,6,0,0.0,0.0
closed_loop,28,14,14:storage_in,10673.28828,10718.89028,22200.0,True,False,,45.60199999999895,False,7,0,0.0,0.0
closed_loop,29,14,14:storage_out,19500.0,19651.402,22200.0,True,False,,151.40199999999822,False,6,3,4.0,0.4989999999997963
closed_loop,30,15,15:storage_in,10675.8454,10724.8474,24000.0,True,False,,49.00200000000041,False,8,0,0.0,0.0
closed_loop,31,15,15:storage_out,21300.0,21446.402,24000.0,True,False,,146.40199999999822,False,6,3,0.75,0.75
closed_loop,32,16,16:storage_in,10681.05953,10730.06153,22200.0,True,False,,49.00200000000041,False,8,0,0.0,0.0
closed_loop,33,16,16:storage_out,19500.0,19652.402,22200.0,True,False,,152.40199999999822,False,6,4,4.75,0.7489999999997963
closed_loop,34,17,17:storage_in,10681.47782,10734.079820000003,24000.0,True,False,,52.60200000000259,False,10,0,0.0,0.0
closed_loop,35,17,17:storage_out,21300.0,21486.402,24000.0,True,False,,186.40199999999822,False,7,3,1.5,0.75
closed_loop,36,18,18:storage_in,10684.10647,10731.258470000002,24000.0,True,False,,47.15200000000186,False,8,7,1.75,1.75
closed_loop,37,18,18:storage_out,21300.0,21487.402,24000.0,True,False,,187.40199999999822,False,7,3,2.25,0.75
closed_loop,38,19,19:storage_in,10686.81115,10738.313150000002,24900.0,True,False,,51.502000000002226,False,9,6,1.5,1.5
closed_loop,39,19,19:storage_out,22200.0,22384.402,24900.0,True,False,,184.40199999999822,False,7,0,0.0,0.0
closed_loop,40,20,20:storage_in,10688.10327,10737.10527,24600.0,True,False,,49.00200000000041,False,8,0,0.0,0.0
closed_loop,41,20,20:storage_out,21900.0,22098.201999999997,24600.0,True,False,,198.2019999999975,False,4,0,0.0,0.0
