runtime_bag_id,task_id,segment_id,off_tth_seconds,closed_loop_tth_seconds,closed_loop_minus_off_tth_seconds,off_completed,closed_loop_completed,off_deadline_miss,closed_loop_deadline_miss
0,0,0:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
1,0,0:storage_out,145.40199999999822,145.40199999999822,0.0,True,True,False,False
2,1,1:storage_in,46.402000000000044,46.402000000000044,0.0,True,True,False,False
3,1,1:storage_out,146.40199999999822,146.40199999999822,0.0,True,True,False,False
4,2,2:storage_in,45.60199999999895,45.60199999999895,0.0,True,True,False,False
5,2,2:storage_out,147.40199999999822,147.40199999999822,0.0,True,True,False,False
6,3,3:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
7,3,3:storage_out,200.4519999999975,200.4519999999975,0.0,True,True,False,False
8,4,4:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
9,4,4:storage_out,148.40199999999822,148.40199999999822,0.0,True,True,False,False
10,5,5:storage_in,46.402000000000044,46.402000000000044,0.0,True,True,False,False
11,5,5:storage_out,145.40199999999822,145.40199999999822,0.0,True,True,False,False
12,6,6:storage_in,45.60199999999895,45.60199999999895,0.0,True,True,False,False
13,6,6:storage_out,149.40199999999822,149.40199999999822,0.0,True,True,False,False
14,7,7:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
15,7,7:storage_out,150.40199999999822,150.40199999999822,0.0,True,True,False,False
16,8,8:storage_in,45.40200000000186,45.40200000000186,0.0,True,True,False,False
17,8,8:storage_out,184.40199999999822,184.40199999999822,0.0,True,True,False,False
18,9,9:storage_in,46.402000000000044,46.402000000000044,0.0,True,True,False,False
19,9,9:storage_out,198.4519999999975,198.4519999999975,0.0,True,True,False,False
20,10,10:storage_in,45.60199999999895,45.60199999999895,0.0,True,True,False,False
21,10,10:storage_out,203.4519999999975,203.4519999999975,0.0,True,True,False,False
22,11,11:storage_in,50.002000000002226,50.002000000002226,0.0,True,True,False,False
23,11,11:storage_out,185.40199999999822,185.40199999999822,0.0,True,True,False,False
24,12,12:storage_in,45.40200000000186,45.40200000000186,0.0,True,True,False,False
25,12,12:storage_out,145.40199999999822,145.40199999999822,0.0,True,True,False,False
26,13,13:storage_in,46.402000000000044,46.402000000000044,0.0,True,True,False,False
27,13,13:storage_out,145.40199999999822,145.40199999999822,0.0,True,True,False,False
28,14,14:storage_in,45.60199999999895,45.60199999999895,0.0,True,True,False,False
29,14,14:storage_out,151.40199999999822,151.40199999999822,0.0,True,True,False,False
30,15,15:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
31,15,15:storage_out,146.40199999999822,146.40199999999822,0.0,True,True,False,False
32,16,16:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
33,16,16:storage_out,152.40199999999822,152.40199999999822,0.0,True,True,False,False
34,17,17:storage_in,52.60200000000259,52.60200000000259,0.0,True,True,False,False
35,17,17:storage_out,186.40199999999822,186.40199999999822,0.0,True,True,False,False
36,18,18:storage_in,47.15200000000186,47.15200000000186,0.0,True,True,False,False
37,18,18:storage_out,187.40199999999822,187.40199999999822,0.0,True,True,False,False
38,19,19:storage_in,51.502000000002226,51.502000000002226,0.0,True,True,False,False
39,19,19:storage_out,184.40199999999822,184.40199999999822,0.0,True,True,False,False
40,20,20:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
41,20,20:storage_out,198.2019999999975,198.2019999999975,0.0,True,True,False,False
42,21,21:storage_in,52.60200000000259,52.60200000000259,0.0,True,True,False,False
43,21,21:storage_out,184.65199999999822,184.65199999999822,0.0,True,True,False,False
44,22,22:storage_in,46.402000000000044,46.402000000000044,0.0,True,True,False,False
45,22,22:storage_out,146.40199999999822,146.40199999999822,0.0,True,True,False,False
46,23,23:storage_in,45.60199999999895,45.60199999999895,0.0,True,True,False,False
47,23,23:storage_out,146.65199999999822,146.65199999999822,0.0,True,True,False,False
48,24,24:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
49,24,24:storage_out,146.40199999999822,146.40199999999822,0.0,True,True,False,False
50,25,25:storage_in,46.402000000000044,46.402000000000044,0.0,True,True,False,False
51,25,25:storage_out,147.65199999999822,147.65199999999822,0.0,True,True,False,False
52,26,26:storage_in,47.98402000000169,47.98402000000169,0.0,True,True,False,False
53,26,26:storage_out,199.4519999999975,199.4519999999975,0.0,True,True,False,False
54,27,27:storage_in,45.60199999999895,45.60199999999895,0.0,True,True,False,False
55,27,27:storage_out,153.40199999999822,153.40199999999822,0.0,True,True,False,False
56,28,28:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
57,28,28:storage_out,154.40199999999822,154.40199999999822,0.0,True,True,False,False
58,29,29:storage_in,45.40200000000186,45.40200000000186,0.0,True,True,False,False
59,29,29:storage_out,187.65199999999822,187.65199999999822,0.0,True,True,False,False
60,30,30:storage_in,45.60199999999895,45.60199999999895,0.0,True,True,False,False
61,30,30:storage_out,201.7019999999975,201.7019999999975,0.0,True,True,False,False
62,31,31:storage_in,50.002000000002226,50.002000000002226,0.0,True,True,False,False
63,31,31:storage_out,188.65199999999822,188.65199999999822,0.0,True,True,False,False
64,32,32:storage_in,57.10200000000259,57.10200000000259,0.0,True,True,False,False
65,32,32:storage_out,189.65199999999822,189.65199999999822,0.0,True,True,False,False
66,33,33:storage_in,45.90200000000186,45.90200000000186,0.0,True,True,False,False
67,33,33:storage_out,186.40199999999822,186.40199999999822,0.0,True,True,False,False
68,34,34:storage_in,49.00200000000041,49.00200000000041,0.0,True,True,False,False
